Articulo,Coste Unitario,Valor Unitario,INVERSION INDIVIDUAL,Total Invertido,Precio de venta CAJA,Venta deL Stock,INGREOS ESPERADOS,Stock,Cantidad Unitaria,Multiplicador Unitario,Imagen,color,Material,Marca,medidas piercing,formato,unidades de medida
Barbell Dorado con brillantes PEZON,"6,3","6,3","18,9","3402,92",20,60,"17359,5",3,1,3,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/pFDV2K80saCz6fVKfeud.jpg,Dorado,Acero 316L,CRAZY-FACTORY,1.6x12,3 Unidad,Unidad
Barbell Dorado con brillantes PEZON,"6,3","6,3","18,9","3402,92",20,60,"17359,5",3,1,3,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/9kno5gRusEap0tv2XZnE.jpg,Dorado,Acero 316L,CRAZY-FACTORY,1.6x14,3 Unidad,Unidad
Barbell Dorado con brillantes Laterales PEZON,"8,3","8,3","24,9","3402,92",20,60,"17359,5",3,1,3,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/9kno5gRusEap0tv2XZnE.jpg,Dorado,Acero 316L,CRAZY-FACTORY,1.6x12,3 Unidad,Unidad
Barbell Plata Circulo PEZON,"4,3","4,3","4,3","3402,92",10,10,"17359,5",1,1,1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/At02mwYiBDS3zqDQA6II.jpg,Plata,Acero 316L,CRAZY-FACTORY,1.6x14,1 Unidad,Unidad
Barbel Negro Titanio Bola 4mm,"5,2","5,2","5,2","3402,92",15,15,"17359,5",1,1,1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/Xa1YxuuWd39NMbinqZSk.jpg,Negro,Titanio,CRAZY-FACTORY,1.6x0.8,1 Unidad,Unidad
Barbel Negro Titanio Bola 3mm,"5,2","5,2","5,2","3402,92",15,15,"17359,5",1,1,1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/Xa1YxuuWd39NMbinqZSk.jpg,Negro,Titanio,CRAZY-FACTORY,1.2x12,1 Unidad,Unidad
Barbel Negro Titanio Bola 5mm,"5,2","5,2",26,"3402,92",15,75,"17359,5",5,1,5,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/Xa1YxuuWd39NMbinqZSk.jpg,Negro,Titanio,CRAZY-FACTORY,1.6x10,5 Unidad,Unidad
Barbel Negro Titanio Bola 5mm,"5,2","5,2",26,"3402,92",15,75,"17359,5",5,1,5,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/Xa1YxuuWd39NMbinqZSk.jpg,Negro,Titanio,CRAZY-FACTORY,1.6x14,5 Unidad,Unidad
Barbel Negro Titanio Bola 5mm,"5,2","5,2",26,"3402,92",15,75,"17359,5",5,1,5,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/Xa1YxuuWd39NMbinqZSk.jpg,Negro,Titanio,CRAZY-FACTORY,1.6x12,5 Unidad,Unidad
Barbel Rosa Titanio Bola 5mm,"5,2","5,2",26,"3402,92",15,75,"17359,5",5,1,5,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/L1phrffHHBMTb73RPuNC.jpg,Anodizado de colores,Titanio,CRAZY-FACTORY,1.6x32,5 Unidad,Unidad
Barbel Rosa Titanio Bola 5mm,"5,2","5,2",26,"3402,92",15,75,"17359,5",5,1,5,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/L1phrffHHBMTb73RPuNC.jpg,Anodizado de colores,Titanio,CRAZY-FACTORY,1.6x35,5 Unidad,Unidad
Barbel Dorado Abeja Bola 5mm,"9,3","9,3","9,3","3402,92",20,20,"17359,5",1,1,1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/AlOJhVUHP25EnoioII4W.jpg,Dorado,Acero 316L,CRAZY-FACTORY,1.6x35,1 Unidad,Unidad
Barbel Plata Brillantes Bola 5mm,"8,8","8,8","17,6","3402,92",20,40,"17359,5",2,1,2,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/5mXKh0HKs00Qgzqi8d0y.jpg,Plata,Acero 316L,CRAZY-FACTORY,1.6x35,2 Unidad,Unidad
Barbel Plata Mariposa Bola 5mm,"4,8","4,8","4,8","3402,92",20,20,"17359,5",1,1,1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/ZNz3hsaZzXjGKYu1A9Ta.jpg,Plata,Acero 316L,CRAZY-FACTORY,1.6x35,1 Unidad,Unidad
Barbel Plata Serpiente Bola 5mm,"7,8","7,8","7,8","3402,92",20,20,"17359,5",1,1,1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/PNiZnWQhwMHI14lQugVw.jpg,Plata,Acero 316L,CRAZY-FACTORY,1.6x35,1 Unidad,Unidad
Barbel industrial Plata Calavera Bola 5mm,"1,8","1,8","1,8","3402,92",20,20,"17359,5",1,1,1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/VjW3scgJAj7jmeDN7XWh.jpg,Plata,Acero 316L,CRAZY-FACTORY,1.6x35,1 Unidad,Unidad
Labret Plata Disco Negro Tamaño Multiple,"2,6","2,6","10,4","3402,92",10,40,"17359,5",4,1,4,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/42mIHLHqFx4T5jJ0hpWH.jpeg,Plata,Acero 316L,CRAZY-FACTORY,1.2x0.6,4 Unidad,Unidad
Labret Dorado Adorno Negro Triangular,"3,3","3,3","3,3","3402,92",10,10,"17359,5",1,1,1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/3KAAvlrKTtL6pVpB5oiG.jpg,Dorado,Acero 316L,CRAZY-FACTORY,1.2x0.6,1 Unidad,Unidad
Labret Dorado Hojas verdes,"5,3","5,3","5,3","3402,92",20,20,"17359,5",1,1,1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/8C2gA4jJB3DbCXoSSH3b.jpg,Dorado,Acero 316L,CRAZY-FACTORY,1.2x0.6,1 Unidad,Unidad
Pareja Pendiente Cruz Dorado,8,8,8,"3402,92",10,10,"17359,5",1,1,1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/FLwSSE51tJRC6H9bzobo.jpg,Dorado,Acero 316L,AMAZON,1x10,1 Unidad,Unidad
Pareja Pendiente Cruz Plata,8,8,8,"3402,92",10,10,"17359,5",1,1,1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/K3tqVcYpoXcrb50pqutm.jpg,Plata,Acero 316L,AMAZON,1x10,1 Unidad,Unidad
Pareja Pendiente Cruz Negro,8,8,8,"3402,92",10,10,"17359,5",1,1,1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/iz7S6Nq2QgeBdesX5Ruw.jpg,Negro,Acero 316L,AMAZON,1x10,1 Unidad,Unidad
Labret Dorado Adorno Negro,"3,6","3,6","3,6","3402,92",15,15,"17359,5",1,1,1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/nnLhVoil9VYjvifwgM16.jpg,Dorado,Acero 316L,CRAZY-FACTORY,1.2x0.6,1 Unidad,Unidad
Labret Plata Flor Brillantes,"7,7","7,7","15,4","3402,92",25,50,"17359,5",2,1,2,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/wDoTZpyMFQQ8cmlLuByM.jpg,Plata,Acero 316L,CRAZY-FACTORY,1.2x0.6,2 Unidad,Unidad
Labret Plata Flor Brillantes,"7,7","7,7","7,7","3402,92",25,25,"17359,5",1,1,1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/wDoTZpyMFQQ8cmlLuByM.jpg,Plata,Acero 316L,CRAZY-FACTORY,1.2x0.8,1 Unidad,Unidad
Labret Plata Rombo Brillante,"3,9","3,9","7,8","3402,92",20,40,"17359,5",2,1,2,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/9jhbOUaToOIGQvOTO39n.jpg,Plata,Acero 316L,CRAZY-FACTORY,1.2x0.8,2 Unidad,Unidad
Labret Negro Flor Brillante Verde,"5,2","5,2","5,2","3402,92",20,20,"17359,5",1,1,1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/X9K13HBRJ2BCfUWN9IY9.jpg,Negro,Acero 316L,CRAZY-FACTORY,1.2x10,1 Unidad,Unidad
Labret Negro Rayo,"5,3","5,3","5,3","3402,92",15,15,"17359,5",1,1,1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/8rHuhCMzlozFCiqk9X7k.jpg,Negro,Acero 316L,CRAZY-FACTORY,1.2x10,1 Unidad,Unidad
Labret Plata Colmena,"5,6","5,6","5,6","3402,92",15,15,"17359,5",1,1,1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/0yehenTUu0pYOz8GKVXC.jpg,Plata,Acero 316L,CRAZY-FACTORY,1.2x0.8,1 Unidad,Unidad
Labret Plata Estrella,"3,6","3,6","3,6","3402,92",10,10,"17359,5",1,1,1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/8U3GJ55o6gZdhGyNgdAM.jpg,Plata,Acero 316L,CRAZY-FACTORY,1.2x0.6,1 Unidad,Unidad
Labret Plata Gota Brillante Verde,"7,1","7,1","14,2","3402,92",15,30,"17359,5",2,1,2,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/9TNnSIkBdRPKWtKxfAZu.jpg,Plata,Acero 316L,CRAZY-FACTORY,1.2x0.8,2 Unidad,Unidad
Labret Negro Corazon,"4,6","4,6","4,6","3402,92",10,10,"17359,5",1,1,1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/l5oitPTIz43EFROPNBIY.jpg,Negro,Acero 316L,CRAZY-FACTORY,1.2x0.8,1 Unidad,Unidad
Labret Negro Corazon,"4,6","4,6","4,6","3402,92",10,10,"17359,5",1,1,1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/l5oitPTIz43EFROPNBIY.jpg,Negro,Acero 316L,CRAZY-FACTORY,1.2x10,1 Unidad,Unidad
Labret Negro Rueda,"7,1","7,1","7,1","3402,92",15,15,"17359,5",1,1,1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/nKHUKYwPXZchSwP6ehBU.jpg,Negro,Acero 316L,CRAZY-FACTORY,1.2x0.8,1 Unidad,Unidad
Pendiente Rapero Brillante 6mm,"3,4","3,4","3,4","3402,92",10,10,"17359,5",1,1,1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/Y1tdH63UtWfFfz1a7XJy.jpg,Plata,Acero 316L,CRAZY-FACTORY,1.2x10,1 Unidad,Unidad
Pendiente Rapero Brillante 5mm,"3,4","3,4","3,4","3402,92",10,10,"17359,5",1,1,1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/Y1tdH63UtWfFfz1a7XJy.jpg,Plata,Acero 316L,CRAZY-FACTORY,1.2x10,1 Unidad,Unidad
Pendiente Rapero Brillante 4mm,"3,4","3,4","3,4","3402,92",10,10,"17359,5",1,1,1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/Y1tdH63UtWfFfz1a7XJy.jpg,Plata,Acero 316L,CRAZY-FACTORY,1.2x10,1 Unidad,Unidad
Pendiente Rapero Brillante 8mm,"3,4","3,4","3,4","3402,92",10,10,"17359,5",1,1,1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/Y1tdH63UtWfFfz1a7XJy.jpg,Plata,Acero 316L,CRAZY-FACTORY,1.2x10,1 Unidad,Unidad
Pendiente Rapero Brillante 3mm,"3,4","3,4","3,4","3402,92",10,10,"17359,5",1,1,1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/Y1tdH63UtWfFfz1a7XJy.jpg,Plata,Acero 316L,CRAZY-FACTORY,1.2x10,1 Unidad,Unidad
Labret Plata Flor Redonda Brillos,"6,9","6,9","13,8","3402,92",20,40,"17359,5",2,1,2,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/PoRPfKi0MrBai3mihsfZ.jpg,Plata,Acero 316L,CRAZY-FACTORY,1.2x0.8,2 Unidad,Unidad
Pendientes Perlas Bola 5mm,"1,7","1,7","6,8","3402,92",5,20,"17359,5",4,1,4,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/gbVK6MIBrEijad1KTYtd.jpg,Plata,Acero 316L,CRAZY-FACTORY,1.2x0.8,4 Unidad,Unidad
Túnel Plata Single Flared,2,2,4,"3402,92",10,20,"17359,5",2,1,2,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/ssGvcpda5AE237QWmAef.jpg,Plata,Acero 316L,CRAZY-FACTORY,12,2 Unidad,Unidad
Nabel Plata Mariposa Doble Brillante,9,9,9,"3402,92",20,20,"17359,5",1,1,1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/m6fOpp4NuKP2KWXlWXyn.jpg,Plata,Acero 316L,CRAZY-FACTORY,1.6x0.8,1 Unidad,Unidad
Nabel Plata Mariposa Brillante Azul,6,6,6,"3402,92",20,20,"17359,5",1,1,1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/a0pq50EsnL7EvfMRcSh5.jpg,Plata,Acero 316L,CRAZY-FACTORY,1.6x0.8,1 Unidad,Unidad
Barbell Plata con brillantes PEZON,"6,3","6,3","18,9","3402,92",20,60,"17359,5",3,1,3,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/de76vw6Fsa2kdzpSCVpg.jpg,Plata,Acero 316L,CRAZY-FACTORY,1.6x12,3 Unidad,Unidad
Aro Clicker Negro Brillantes Negros,"8,6","8,6","8,6","3402,92",20,20,"17359,5",1,1,1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/epxibjx5o6jcy9PU1JNn.jpg,Negro,Acero 316L,CRAZY-FACTORY,1.2x0.8,1 Unidad,Unidad
Aro Clicker Negro,"5,2","5,2","5,2","3402,92",20,20,"17359,5",1,1,1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/QeMGltY8lEKoT4xn0fYK.jpg,Negro,Acero 316L,CRAZY-FACTORY,1.2x10,1 Unidad,Unidad
Aro Clicker Plata Etnico Brillantes,"5,6","5,6","5,6","3402,92",20,20,"17359,5",1,1,1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/10Jlp5trVwnLN0ZWOjZC.jpg,Plata,Acero 316L,CRAZY-FACTORY,1.2x0.8,1 Unidad,Unidad
Aro Clicker Plata Brillantes,"8,3","8,3","8,3","3402,92",20,20,"17359,5",1,1,1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/3xkg8DTZwdN6vhtqVPjJ.jpg,Plata,Acero 316L,CRAZY-FACTORY,1.2x10,1 Unidad,Unidad
Septum Falso Plata,"8,8","8,8","17,6","3402,92",15,30,"17359,5",2,1,2,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/ReucO0v8Om9ySVqykiFa.jpg,Plata,Acero 316L,CRAZY-FACTORY,1.2x10,2 Unidad,Unidad
Circular Barbel Paata Grande,"1,8","1,8","1,8","3402,92",12,12,"17359,5",1,1,1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/P13lhjNWoLPSCkABClaK.jpg,Plata,Acero 316L,CRAZY-FACTORY,4,1 Unidad,Unidad
Ball Closure Plata Grande,"1,8","1,8","1,8","3402,92",10,10,"17359,5",1,1,1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/oBdqxcTENY0Ah0vWjIkc.jpg,Plata,Acero 316L,CRAZY-FACTORY,3,1 Unidad,Unidad
Pendiente Dorado Ear Cuff Con Hoja,"10,9","10,9","10,9","3402,92",20,20,"17359,5",1,1,1,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/kPILpmttsB4YMvuoabdi/pub/9ZyvA2SW27g0LLDIOn6S.jpg,Dorado,Acero 316L,CRAZY-FACTORY,,1 Unidad,Unidad
